word_id,word,sentence_id,sentence
I96CIiP3WZc_w,nuisance,I96CIiP3WZc_e4,It's a nuisance filling out all these forms.
I96CIiP3WZc_w,nuisance,I96CIiP3WZc_e5,The rail strike is a bloody nuisance
5ncS0vBocO0_w,explorer,5ncS0vBocO0_e1,Amit was a famous 16th-century explorer.
skPSZU0gZJE_w,exact,skPSZU0gZJE_e1,The exact distance is 1.838 metres.
Efx9Z-mQGHw_w,afford,Efx9Z-mQGHw_e1,I don't know how he can afford a new car on his salary.
Efx9Z-mQGHw_w,afford,Efx9Z-mQGHw_e2,Few people are able to afford cars like that.
Efx9Z-mQGHw_w,afford,Efx9Z-mQGHw_e3,She couldn't afford the time off work to see him.
Efx9Z-mQGHw_w,afford,Efx9Z-mQGHw_e4,I can't afford to buy a house.
H_ry9HoXblM_w,attempt,H_ry9HoXblM_e1,He attempted to escape through a window.
H_ry9HoXblM_w,attempt,H_ry9HoXblM_e2,"He attempted a joke, but no one laughed."
H_ry9HoXblM_w,attempt,H_ry9HoXblM_e3,Don't attempt to do these tricks at home.
H_ry9HoXblM_w,attempt,H_ry9HoXblM_e4,The pilot attempted a crash-landing on the beach.
DvcwO5iqUlA_w,whisper,DvcwO5iqUlA_e1,What are you two girls whispering about?
DvcwO5iqUlA_w,whisper,DvcwO5iqUlA_e2,She heard them whispering conspiratorially in the bedroom.
ZPF9GduJXiA_w,miser,ZPF9GduJXiA_e1,He is a miser - he complains about having to pay for anything.
e66CYnJ_Oxs_w,mission,e66CYnJ_Oxs_e1,She's a woman with a mission and she's absolutely determined to finish the project.
1Kus_VFkXlk_w,persist,1Kus_VFkXlk_e1,"If the pain persists, consult a doctor."
1Kus_VFkXlk_w,persist,1Kus_VFkXlk_e2,The cold weather is set to persist throughout the week.
1Kus_VFkXlk_w,persist,1Kus_VFkXlk_e3,Must you persist in blaming yourself for what happened?
1Kus_VFkXlk_w,persist,1Kus_VFkXlk_e4,"Despite this accumulation of evidence, the government persisted in doing nothing."
2A5tpFkt8ic_w,exult,2A5tpFkt8ic_e1,She seems to exult in her power.
kJA8CfMH3Kg_w,emphasize,kJA8CfMH3Kg_e1,He emphasized that all the people taking part in the research were volunteers. 
kJA8CfMH3Kg_w,emphasize,kJA8CfMH3Kg_e2,You can use italics or capitals to emphasize a word in a piece of writing. 
kJA8CfMH3Kg_w,emphasize,kJA8CfMH3Kg_e3,I'd just like to emphasize how important it is for people to learn foreign languages. 
kJA8CfMH3Kg_w,emphasize,kJA8CfMH3Kg_e4,He emphasized how important diet was to health.
OSLoq6bVLTQ_w,benefactor,OSLoq6bVLTQ_e1,The money was donated by an anonymous benefactor.
OSLoq6bVLTQ_w,benefactor,OSLoq6bVLTQ_e2,He was a great public benefactor and gave land for building the sea wall.
OSLoq6bVLTQ_w,benefactor,OSLoq6bVLTQ_e3,A private benefactor donated Rs. 20 lakhs.
OSLoq6bVLTQ_w,benefactor,OSLoq6bVLTQ_e4,She was a generous benefactor to the library.
pgdu5wisL_g_w,compliment,pgdu5wisL_g_e1,She complained that her husband never paid him any compliments anymore.
pgdu5wisL_g_w,compliment,pgdu5wisL_g_e2,I take it as a compliment (= I am pleased) when people say I look like my mother.
pgdu5wisL_g_w,compliment,pgdu5wisL_g_e3,Are you fishing for (= trying to get) compliments?
pgdu5wisL_g_w,compliment,pgdu5wisL_g_e4,She paid him a high compliment by saying she read all his books.
2rrQeCAecbU_w,confine,2rrQeCAecbU_e1,"Let's confine our discussion to the matter in question, please!"
2rrQeCAecbU_w,confine,2rrQeCAecbU_e2,Please confine your use of the phone to business calls.
2rrQeCAecbU_w,confine,2rrQeCAecbU_e3,The animals were confined in a large pen.
2rrQeCAecbU_w,confine,2rrQeCAecbU_e4,Harris does not confine her stage work to Broadway.
nk80uUfZnsM_w,mode,nk80uUfZnsM_e1,Switch your phone to silent mode.
dqSzE5KFNZA_w,already,dqSzE5KFNZA_e1,"I've already told her, but she won't listen to me either. "
QTJhjBJ1YFA_w,reception,QTJhjBJ1YFA_e1,The president gave a reception for the visiting heads of state.
gglZG3bINHs_w,tenacious,gglZG3bINHs_e1,There has been tenacious local opposition to the new airport.
HYuXJFqNOtk_w,release,HYuXJFqNOtk_e1,He was released from prison after serving two years of a five-year sentence with bail.
BYDhyNP5fK8_w,fatuous,BYDhyNP5fK8_e1,The Chief was left speechless by this fatuous remark.
BYDhyNP5fK8_w,fatuous,BYDhyNP5fK8_e2,He seems to get pride in fatuous remarks.
BYDhyNP5fK8_w,fatuous,BYDhyNP5fK8_e3,Television commercials seem fatuous than ever.
BYDhyNP5fK8_w,fatuous,BYDhyNP5fK8_e4,My brother was fatuous for sprinting across the wet kitchen floor.
OtlvzXZG_Uk_w,succinct,OtlvzXZG_Uk_e1,Keep your letter succinct and to the point.
OkXcKTEeDrA_w,avenue,OkXcKTEeDrA_e1,We walked down a broad avenue lined with trees.
pKSDna_7WYE_w,unconditionally,pKSDna_7WYE_e1,He thanked his mother for being unconditionally supportive.
qu8giahciI0_w,bribe,qu8giahciI0_e1,They bribed the waiter to find them a table.
QMUp3oPcLB8_w,dribble,QMUp3oPcLB8_e1,Dribble the remaining olive oil over the tomatoes.
F0kiWvgS_Mo_w,employ,F0kiWvgS_Mo_e1,How many people does your company employ?
ICg_JsFuHVs_w,elucidate,ICg_JsFuHVs_e1,I don't understand. You'll have to elucidate.
ICg_JsFuHVs_w,elucidate,ICg_JsFuHVs_e2,The reasons for the change in weather conditions have been elucidated by several scientists.
ICg_JsFuHVs_w,elucidate,ICg_JsFuHVs_e3,I hope my book will elucidate the complex issues we face.
ICg_JsFuHVs_w,elucidate,ICg_JsFuHVs_e4,Please elucidate the reasons for your decision.
jk1P2yRbrEA_w,unexpected,jk1P2yRbrEA_e1,Her resignation was completely unexpected.
jk1P2yRbrEA_w,unexpected,jk1P2yRbrEA_e2,How lovely to see you here - this really is an unexpected pleasure!
jk1P2yRbrEA_w,unexpected,jk1P2yRbrEA_e3,The president made an unexpected announcement this morning.
jk1P2yRbrEA_w,unexpected,jk1P2yRbrEA_e4,The research produced some rather unexpected results.
tjgCta6iTgs_w,court,tjgCta6iTgs_e1,He's due to appear in court again on Monday.
tjgCta6iTgs_w,court,tjgCta6iTgs_e2,He arrived in court handcuffed to two police officers.
fHagURBiKXE_w,upright,fHagURBiKXE_e1,Please return your seat to an upright position and fasten your belt.
fHagURBiKXE_w,upright,fHagURBiKXE_e2,He has a bad back so an upright chair is more comfortable.
fHagURBiKXE_w,upright,fHagURBiKXE_e3,Seats should be in the upright position during take-off and landing.
fHagURBiKXE_w,upright,fHagURBiKXE_e4,He stood in an upright position.
fHagURBiKXE_w,upright,fHagURBiKXE_e5,Keep the bottles upright.
LKlGF65Xgm0_w,flourish,LKlGF65Xgm0_e1,My tomatoes are flourishing this summer - it must be the warm weather.
LKlGF65Xgm0_w,flourish,LKlGF65Xgm0_e2,Watercolour painting began to flourish in  around 1750.
LKlGF65Xgm0_w,flourish,LKlGF65Xgm0_e3,Parts of the city continue to flourish.
LKlGF65Xgm0_w,flourish,LKlGF65Xgm0_e4,This is the perfect environment for our company to flourish and expand in.
pXieXJmVbdg_w,evocative,pXieXJmVbdg_e1,a sound evocative of the sea
pXieXJmVbdg_w,evocative,pXieXJmVbdg_e2,Those old toys are evocative of my boyhood.
pXieXJmVbdg_w,evocative,pXieXJmVbdg_e3,Her new book is wonderfully evocative of village life.
pXieXJmVbdg_w,evocative,pXieXJmVbdg_e4,The taste of the cakes was evocative of my childhood.
qItgIgZzXnc_w,adapt,qItgIgZzXnc_e1,She has adapted herself to college life quite easily.
qItgIgZzXnc_w,adapt,qItgIgZzXnc_e2,She knew how to adapt herself.
qItgIgZzXnc_w,adapt,qItgIgZzXnc_e3,You should adapt yourself to the new class.
qItgIgZzXnc_w,adapt,qItgIgZzXnc_e4,It's amazing how quickly people adapt.
2LUrrdA633g_w,predict,2LUrrdA633g_e1,I cannot predict what will happen next year.
2LUrrdA633g_w,predict,2LUrrdA633g_e2,Heavy snowfalls are predicted for tonight and tomorrow.
2LUrrdA633g_w,predict,2LUrrdA633g_e3,No one can predict when the disease will strike again.
2LUrrdA633g_w,predict,2LUrrdA633g_e4,We can predict changes in climate with a surprising degree of accuracy.
2_qktKmVcNQ_w,savvy,2_qktKmVcNQ_e1,She was a pretty savvy woman
2_qktKmVcNQ_w,savvy,2_qktKmVcNQ_e2,Both companies are founded upon savvy business ideas.
2_qktKmVcNQ_w,savvy,2_qktKmVcNQ_e3,Children today are much savvier than they used to be.
2_qktKmVcNQ_w,savvy,2_qktKmVcNQ_e4,She has shown herself to be politically savvy.
KI9kybD4Jig_w,reconciliation,KI9kybD4Jig_e1,The couple have separated but he wants a reconciliation.
n-9gQsRj0kY_w,via - 1,n-9gQsRj0kY_e1,Deliveries are routed via London.
Bvu2bvf0Nhw_w,exceed,Bvu2bvf0Nhw_e1,"The final cost should not exceed $5,000."
ZkPqEGgCxaY_w,abnegation,ZkPqEGgCxaY_e1,They believe it is the duty of women to live for others in complete abnegation of themselves.
ZkPqEGgCxaY_w,abnegation,ZkPqEGgCxaY_e2,This abnegation of customer care really annoys me.
ZkPqEGgCxaY_w,abnegation,ZkPqEGgCxaY_e3,The sticking point in faith for me was abnegation.
ZkPqEGgCxaY_w,abnegation,ZkPqEGgCxaY_e4,It is a heart-warming tale of courage and abnegation.
rDWLER4CzbI_w,tenable,rDWLER4CzbI_e1,The fellowship is tenable for (= lasts for) three years.
Py6-Ah38uGE_w,fare,Py6-Ah38uGE_e1,We shared a taxi and split the fare.
Py6-Ah38uGE_w,fare,Py6-Ah38uGE_e2,She didn't have enough money for the bus fare.
Py6-Ah38uGE_w,fare,Py6-Ah38uGE_e3,She dickered with the driver over the fare.
Py6-Ah38uGE_w,fare,Py6-Ah38uGE_e4,I paid my fare to the ticket agent.
e-QGcgqMfKE_w,calligraphy,e-QGcgqMfKE_e1,Do you love calligraphy?
e-QGcgqMfKE_w,calligraphy,e-QGcgqMfKE_e2,I'm teaching myself calligraphy.
e-QGcgqMfKE_w,calligraphy,e-QGcgqMfKE_e3,Susannah won the calligraphy prize when she was at school.
e-QGcgqMfKE_w,calligraphy,e-QGcgqMfKE_e4,Chinese calligraphy is a beautiful form of expression unique to Asian culture.
5iIb7JC1mC8_w,quiver,5iIb7JC1mC8_e1,Lennie's bottom lip quivered and tears started in his eyes.
VbCPk-6TqXc_w,supposition,VbCPk-6TqXc_e1,The article was based on pure supposition.
VbCPk-6TqXc_w,supposition,VbCPk-6TqXc_e2,The police are working on the supposition that he was murdered.
VbCPk-6TqXc_w,supposition,VbCPk-6TqXc_e3,"Since I know my husband very well, I do not believe the detective's supposition about his secret life.  "
VbCPk-6TqXc_w,supposition,VbCPk-6TqXc_e4,The police are acting on the supposition that she took the money.
SUP1FI1-y7A_w,enrol,SUP1FI1-y7A_e1,Is it too late to enrol at the college?
SlQBTWvnHCI_w,advocate,SlQBTWvnHCI_e1,He advocates the return of capital punishment.
SlQBTWvnHCI_w,advocate,SlQBTWvnHCI_e2,I would advocate a system that is fair to everyone.
SlQBTWvnHCI_w,advocate,SlQBTWvnHCI_e3,The Food Standards Agency advocated a ban on advertising junk food to children.
SlQBTWvnHCI_w,advocate,SlQBTWvnHCI_e4,The organization advocates for human rights.
vK4PBDsRZ1E_w,recede,vK4PBDsRZ1E_e1,"As the boat picked up speed, the coastline receded into the distance until finally it became invisible."
vK4PBDsRZ1E_w,recede,vK4PBDsRZ1E_e2,As she receded he waved goodbye.
vK4PBDsRZ1E_w,recede,vK4PBDsRZ1E_e3,McLaughlin expects to go home again when the flood waters recede.
vK4PBDsRZ1E_w,recede,vK4PBDsRZ1E_e4,Luke's footsteps receded into the night.
Vn-G3CrUtrg_w,deem,Vn-G3CrUtrg_e1,He deemed that it was his duty to help.
m1cbIXJlyQo_w,narrative,m1cbIXJlyQo_e1,He was a writer of great narrative power.
fcwVXkPLpgU_w,shrewd,fcwVXkPLpgU_e1,It was a shrewd move to buy your house just before property prices started to rise.
fcwVXkPLpgU_w,shrewd,fcwVXkPLpgU_e2,He's a very shrewd businessman.
fcwVXkPLpgU_w,shrewd,fcwVXkPLpgU_e3,Barbara made some shrewd investments.
fcwVXkPLpgU_w,shrewd,fcwVXkPLpgU_e4,My one big regret is about money - I wish I'd been more shrewd.
SXy03IAmr_A_w,accompany,SXy03IAmr_A_e1,He was accompanied on the visit by his wife.
SXy03IAmr_A_w,accompany,SXy03IAmr_A_e2,I must ask you to accompany me to the police station.
cUPWJz6KO2c_w,empathy,cUPWJz6KO2c_e1,He loves children and has a certain empathy with them.
cUPWJz6KO2c_w,empathy,cUPWJz6KO2c_e2,The mother feels empathy with her son.
cUPWJz6KO2c_w,empathy,cUPWJz6KO2c_e3,They feel empathy for what he felt.
cUPWJz6KO2c_w,empathy,cUPWJz6KO2c_e4,Empathy is another crucial ingredient when establishing rapport.
sUGW7VoKw00_w,exempt,sUGW7VoKw00_e1,Small businesses have been exempted from the tax increase.
sUGW7VoKw00_w,exempt,sUGW7VoKw00_e2,Goods exempt from this tax include books and children's clothes.
sUGW7VoKw00_w,exempt,sUGW7VoKw00_e3,Pregnant women are exempt from dental charges under the current health system.
sUGW7VoKw00_w,exempt,sUGW7VoKw00_e4,Nonprofit organizations are exempt from taxes.
rzrll2_y7Xk_w,procrastinate,rzrll2_y7Xk_e1,"When it comes to housework, I tend to procrastinate."
rzrll2_y7Xk_w,procrastinate,rzrll2_y7Xk_e2,I know I've got to deal with the problem at some point - I'm just procrastinating.
rzrll2_y7Xk_w,procrastinate,rzrll2_y7Xk_e3,"There is nothing to be gained by procrastinating, and much to be lost."
rzrll2_y7Xk_w,procrastinate,rzrll2_y7Xk_e4,They will procrastinate for as long as possible.
fL4hxu29Mr4_w,wail,fL4hxu29Mr4_e1,"""My finger hurts,"" wailed the child."
fL4hxu29Mr4_w,wail,fL4hxu29Mr4_e2,The four babies were wailing in unison.
fL4hxu29Mr4_w,wail,fL4hxu29Mr4_e3,One of the small children began to wail with terror.
fL4hxu29Mr4_w,wail,fL4hxu29Mr4_e4,She uttered a wail of grief.
eMWPveqzDsE_w,construed,eMWPveqzDsE_e1,How do you construe what he did?
eMWPveqzDsE_w,construed,eMWPveqzDsE_e2,He may construe the approach as a hostile act.
eMWPveqzDsE_w,construed,eMWPveqzDsE_e3,We are taught to construe these terms in a particular way.
eMWPveqzDsE_w,construed,eMWPveqzDsE_e4,You may construe the statement of the government spokesman in a number of different ways.
atCTXG7PL_E_w,ruminate,atCTXG7PL_E_e1,She ruminated for weeks about whether to tell him or not.
rKV7gMudw_o_w,foretell,rKV7gMudw_o_e1,He was a 16th-century prophet who foretold how the world would end.
rKV7gMudw_o_w,foretell,rKV7gMudw_o_e2,Who can venture to foretell how their strange career will end?
rKV7gMudw_o_w,foretell,rKV7gMudw_o_e3,Willow trees breaking out into buds foretell the coming of spring.
rKV7gMudw_o_w,foretell,rKV7gMudw_o_e4,You can't foretell how the war will end.
u4gQJ4QACkk_w,altruism,u4gQJ4QACkk_e1,Nobody believes those people are donating money to the president's party purely out of altruism.
u4gQJ4QACkk_w,altruism,u4gQJ4QACkk_e2,I was torn between altruism and self-interest.
u4gQJ4QACkk_w,altruism,u4gQJ4QACkk_e3,Many choose to work in developing countries out of altruism.
u4gQJ4QACkk_w,altruism,u4gQJ4QACkk_e4,He was actuated almost entirely by altruism.
21Toxytaq_A_w,bolster,21Toxytaq_A_e1,More money is needed to bolster the industry.
21Toxytaq_A_w,bolster,21Toxytaq_A_e2,They need to do something to bolster their image
21Toxytaq_A_w,bolster,21Toxytaq_A_e3,The government borrowed money to bolster up the economy.
21Toxytaq_A_w,bolster,21Toxytaq_A_e4,He is making a bold attempt to bolster the territory's confidence.
uS53DpO-l3k_w,cheer up,uS53DpO-l3k_e1,She cheered up when she heard the good news.
uS53DpO-l3k_w,cheer up,uS53DpO-l3k_e2,2.She was sick so I sent her some flowers to cheer her up.
uS53DpO-l3k_w,cheer up,uS53DpO-l3k_e3,She went shopping to cheer herself up.
uS53DpO-l3k_w,cheer up,uS53DpO-l3k_e4,Cheer up! The worst is over.
tz0m5R2Tfeo_w,bouquet,tz0m5R2Tfeo_e1,Are there any roses in your bouquet?
tz0m5R2Tfeo_w,bouquet,tz0m5R2Tfeo_e2,A large bouquet of roses arrived on her desk.
tz0m5R2Tfeo_w,bouquet,tz0m5R2Tfeo_e3,Her wedding bouquet consisted of roses and ivy.
tz0m5R2Tfeo_w,bouquet,tz0m5R2Tfeo_e4,Chris sent me a lovely bouquet when I was ill.
KQpXEZpNF1s_w,altogether,KQpXEZpNF1s_e1,The train slowed down and then stopped altogether.
4QYv6IFjNbQ_w,underestimate - 1,4QYv6IFjNbQ_e1,They've seriously underestimated the cost of the building project
3mMDY-zHiH8_w,ooze,3mMDY-zHiH8_e1,She removed the bandage to reveal a red swollen wound oozing pus.
3mMDY-zHiH8_w,ooze,3mMDY-zHiH8_e2,The waiter brought her a massive pizza oozing (with) cheese.
3mMDY-zHiH8_w,ooze,3mMDY-zHiH8_e3,Blood was still oozing out of the wound.
3mMDY-zHiH8_w,ooze,3mMDY-zHiH8_e4,Sap oozed from the pine tree.
pWXcMusN_mw_w,duplicate,pWXcMusN_mw_e1,The documents had been duplicated.
pWXcMusN_mw_w,duplicate,pWXcMusN_mw_e2,I lost the original form so they sent me a duplicate.
pWXcMusN_mw_w,duplicate,pWXcMusN_mw_e3,There's a machine that can duplicate nine DVDs at a time.
pWXcMusN_mw_w,duplicate,pWXcMusN_mw_e4,You'll just have to duplicate your performance.
Zpw0RLxTNoA_w,addict,Zpw0RLxTNoA_e1,He's only 24 years old and a drug addict.
Zpw0RLxTNoA_w,addict,Zpw0RLxTNoA_e2,She is a TV addict and watches as much as she can
Zpw0RLxTNoA_w,addict,Zpw0RLxTNoA_e3,a gambling addict
Zpw0RLxTNoA_w,addict,Zpw0RLxTNoA_e4,He was a video game addict.
OxT5AZYe8uE_w,excess capacity,OxT5AZYe8uE_e1,The airline has shifted some of its excess capacity from Australia to India routes.
UjoktF-iB80_w,grinch,UjoktF-iB80_e1,"The orchestra played ""Sleigh Ride"", and if you hate that you are a Grinch."
UjoktF-iB80_w,grinch,UjoktF-iB80_e2,Ah you can see I am bursting with the joys of Christmas. Bah humbug. I am the grinch.
UjoktF-iB80_w,grinch,UjoktF-iB80_e3,I am not a grinch contrary to what some people will tell you.
UjoktF-iB80_w,grinch,UjoktF-iB80_e4,I do believe my inner grinch is settling in about a week early this year.
6nwBq3QX9J0_w,inestimable,6nwBq3QX9J0_e1,The medical importance of this discovery is of inestimable value.
6nwBq3QX9J0_w,inestimable,6nwBq3QX9J0_e2,The information he provided was of inestimable value .
6nwBq3QX9J0_w,inestimable,6nwBq3QX9J0_e3,Human life is of inestimable value.
6nwBq3QX9J0_w,inestimable,6nwBq3QX9J0_e4,Carey has been an inestimable help in my life.
FRLkJ9K3sVQ_w,impel,FRLkJ9K3sVQ_e1,"When I see them eating, I feel impelled to eat, too."
FRLkJ9K3sVQ_w,impel,FRLkJ9K3sVQ_e2,I wonder what it is that impels him to exercise all the time.
FRLkJ9K3sVQ_w,impel,FRLkJ9K3sVQ_e3,Everyone wanted to know what would impel the minister to kill his five children.
FRLkJ9K3sVQ_w,impel,FRLkJ9K3sVQ_e4,They impel him to write the letter
7S-pRkbzQ1I_w,nick,7S-pRkbzQ1I_e1,Someone's nicked my wallet.
F4s2N8TarlU_w,prominent,F4s2N8TarlU_e1,I was surprised the CBI didn't press us on some of these more prominent cases.
F4s2N8TarlU_w,prominent,F4s2N8TarlU_e2,She married into a prominent family.
F4s2N8TarlU_w,prominent,F4s2N8TarlU_e3,The house is in a prominent position on the village green.
F4s2N8TarlU_w,prominent,F4s2N8TarlU_e4,She was prominent in the fashion industry.
hQudNswgkKE_w,author,hQudNswgkKE_e1,Chetan Bhagat is famous Indian author.
9OAMotf4jFE_w,manufacturer,9OAMotf4jFE_e1,Germany is a major manufacturer of motor cars.
anCvgjkC1Js_w,giant,anCvgjkC1Js_e1,"Dad terrified us with stories of a big, bad giant who ate little children."
anCvgjkC1Js_w,giant,anCvgjkC1Js_e2,Are the Giants playing tonight?
anCvgjkC1Js_w,giant,anCvgjkC1Js_e3,"In the pantomime of 'Jack and the Beanstalk', we just saw the giant's huge hand."
anCvgjkC1Js_w,giant,anCvgjkC1Js_e4,Nancy had never seen a giant panda.
HursY-R9rqE_w,ease,HursY-R9rqE_e1,These pills should ease the pain.
HursY-R9rqE_w,ease,HursY-R9rqE_e2,I can ease that tension.
HursY-R9rqE_w,ease,HursY-R9rqE_e3,The look on his face made her want to hug him and ease his fear.
HursY-R9rqE_w,ease,HursY-R9rqE_e4,Meditation should ease the suffering.
HursY-R9rqE_w,ease,HursY-R9rqE_e5,Massage helps ease the pain.
g-MCCzbZUJ4_w,snicker,g-MCCzbZUJ4_e1,People were staring and snickering.
g-MCCzbZUJ4_w,snicker,g-MCCzbZUJ4_e2,He wore his hair in a style that made his co-workers snicker.
g-MCCzbZUJ4_w,snicker,g-MCCzbZUJ4_e3,Some people snickered at the very idea of her becoming a pilot.
g-MCCzbZUJ4_w,snicker,g-MCCzbZUJ4_e4,I heard someone snicker.
s5ev9o9-Hj4_w,entertain,s5ev9o9-Hj4_e1,We hired a magician to entertain the children.
Xfo1PMZRuQM_w,regard,Xfo1PMZRuQM_e1,Her parents always regarded her as the smartest of their children.
tdSX75unAh8_w,adore,tdSX75unAh8_e1,She has one son and she adores him.
tdSX75unAh8_w,adore,tdSX75unAh8_e2,I absolutely adore chocolates.
tdSX75unAh8_w,adore,tdSX75unAh8_e3,Both girls adored their father.
tdSX75unAh8_w,adore,tdSX75unAh8_e4,I adore those shoes!
BPkY6fJerkM_w,mechanism,BPkY6fJerkM_e1,The government is held accountable through the mechanism of regular general elections.
q7Pv3BNT4bI_w,persuade,q7Pv3BNT4bI_e1,It's no use trying to persuade him (that) you're innocent.
Nu_XEya-gQA_w,effrontery,Nu_XEya-gQA_e1,He was silent all through the meal and then had the effrontery to complain that I looked bored!
qKlS0wqBfdk_w,discern,qKlS0wqBfdk_e1,He could discern the note of urgency in their voices.
qKlS0wqBfdk_w,discern,qKlS0wqBfdk_e2,We must discern between the truth and lies. 
qKlS0wqBfdk_w,discern,qKlS0wqBfdk_e3,I could just discern a figure in the darkness.
qKlS0wqBfdk_w,discern,qKlS0wqBfdk_e4,It is difficult to discern any pattern in these figures.
IBOW-mmD4hg_w,terse,IBOW-mmD4hg_e1,"""Are you feeling any better?"" ""No!"" was the terse reply."
IBOW-mmD4hg_w,terse,IBOW-mmD4hg_e2,The President issued a terse statement denying the charges.
IBOW-mmD4hg_w,terse,IBOW-mmD4hg_e3,Her reply about the matter was terse.
IBOW-mmD4hg_w,terse,IBOW-mmD4hg_e4,Ashley gave a terse silent laugh.
neqDSQkiVI0_w,stan,neqDSQkiVI0_e1,Stop stanning for Rhianna!
neqDSQkiVI0_w,stan,neqDSQkiVI0_e2,Everyone knows I stan for Taylor Swift.
neqDSQkiVI0_w,stan,neqDSQkiVI0_e3,I'll never stop stanning Jennifer Lawrence.
neqDSQkiVI0_w,stan,neqDSQkiVI0_e4,What would make you stop stanning an idol?
ABZhHI6228g_w,elude - 1,ABZhHI6228g_e1,The gold medal continues to elude her.
kxz4AA9lNmY_w,spoilsport,kxz4AA9lNmY_e1,"She did ask her dad if she could have a big party, but the old spoilsport refused."
kxz4AA9lNmY_w,spoilsport,kxz4AA9lNmY_e2,"Don't be a spoilsport, Richard. Come play with us."
kxz4AA9lNmY_w,spoilsport,kxz4AA9lNmY_e3,Accuse me of being a spoilsport and I will plead guilty.
kxz4AA9lNmY_w,spoilsport,kxz4AA9lNmY_e4,"I decline, and feel like a spoilsport."
Y-uc0ngCjrk_w,remedy,Y-uc0ngCjrk_e1,This mistake must be remedied immediately.
z_H7F89q_Kw_w,ravage,z_H7F89q_Kw_e1,The area has been ravaged by drought/floods/war.
mxE6dRbd38c_w,realm,mxE6dRbd38c_e1,Her interests are in the realm of practical politics.
mxE6dRbd38c_w,realm,mxE6dRbd38c_e2,Chris is really rooted to the realm of economic
mxE6dRbd38c_w,realm,mxE6dRbd38c_e3,The realm of art/music
mxE6dRbd38c_w,realm,mxE6dRbd38c_e4,Students' interests are mostly limited to the academic realm.
1BN1txMJPpo_w,moan,1BN1txMJPpo_e1,"I don't like potatoes,"" he moaned."
bZVGRZcLzJE_w,engaged,bZVGRZcLzJE_e1,The phone was engaged.
dHEY_4DtsMo_w,defense,dHEY_4DtsMo_e1,Our defense should be strengthened.
dHEY_4DtsMo_w,defense,dHEY_4DtsMo_e2,The best defense is offense.
dHEY_4DtsMo_w,defense,dHEY_4DtsMo_e3,The vaccine strengthens the body's defenses against infection.
dHEY_4DtsMo_w,defense,dHEY_4DtsMo_e4,The defense wants the district Judge to throw out the case.
R2N4OQE-q3c_w,moreover,R2N4OQE-q3c_e1,"The whole report is badly written. Moreover, it's inaccurate."
R2N4OQE-q3c_w,moreover,R2N4OQE-q3c_e2,"The car looked good;  moreover, the price was right."
R2N4OQE-q3c_w,moreover,R2N4OQE-q3c_e3,"Smoking is a bad habit; moreover , it is very expensive. "
R2N4OQE-q3c_w,moreover,R2N4OQE-q3c_e4,"The student's essay was badly written. Moreover, it was too short."
Vov3R-v7roU_w,enhance,Vov3R-v7roU_e1,He believes that organizational effectiveness is enhanced by fair and ethical management.
3G3wXa7Ax_A_w,company,3G3wXa7Ax_A_e1,I just enjoy his company.
-c5cUfu5gLU_w,amuse,-c5cUfu5gLU_e1,We amused ourselves by watching the passers-by.
-c5cUfu5gLU_w,amuse,-c5cUfu5gLU_e2,Joan was not amused by the joke her brother told.
-c5cUfu5gLU_w,amuse,-c5cUfu5gLU_e3,Could you think of a few games to amuse the children on the journey?
-c5cUfu5gLU_w,amuse,-c5cUfu5gLU_e4,I wonder what's amusing the boys so much - is it Granny's hat?
nq9PduKLbQc_w,hassle,nq9PduKLbQc_e1,I can't face the hassle of moving again.
nq9PduKLbQc_w,hassle,nq9PduKLbQc_e2,My boss has been giving me a lot of hassle this week.
nq9PduKLbQc_w,hassle,nq9PduKLbQc_e3,It was such a hassle trying to get my bank account changed that I nearly gave up.
nq9PduKLbQc_w,hassle,nq9PduKLbQc_e4,I should have taken it back to the shop but I just didn't think it was worth (all) the hassle.
pBU_tMBIM9E_w,thwart,pBU_tMBIM9E_e1,Our holiday plans were thwarted by the airline pilots' strike
pBU_tMBIM9E_w,thwart,pBU_tMBIM9E_e2,The city council thwarted his reform efforts.
pBU_tMBIM9E_w,thwart,pBU_tMBIM9E_e3,Harry knew now that nothing could thwart his plans.
pBU_tMBIM9E_w,thwart,pBU_tMBIM9E_e4,Our course must thwart those designs.
wZ8tqkmf1kQ_w,possibility,wZ8tqkmf1kQ_e1,There's a possibility of my flight being delayed.
sdmxMoHYuoU_w,objective,sdmxMoHYuoU_e1,Can the sales team achieve its financial objectives
gBFxE8tJu8Q_w,mixture,gBFxE8tJu8Q_e1,Their latest CD is a mixture of new and old songs.
XNGLow435p8_w,recoil,XNGLow435p8_e1,Many people recoil with horror when they see a big spider like this.
4BiIL375NuQ_w,depend on,4BiIL375NuQ_e1,You can always depend on Michael in a crisis.
4BiIL375NuQ_w,depend on,4BiIL375NuQ_e2,I'm depending on you to keep your promise.
4BiIL375NuQ_w,depend on,4BiIL375NuQ_e3,Surely a friend should be someone you can depend on in difficult times?
4BiIL375NuQ_w,depend on,4BiIL375NuQ_e4,She was a fiercely independent lady who refused to depend on anyone.
AHaC7ncPHjM_w,diverse,AHaC7ncPHjM_e1,Hyderabad is a culturally diverse city.
AHaC7ncPHjM_w,diverse,AHaC7ncPHjM_e2,Students from countries as diverse as Spain and Singapore use Cambridge textbooks.
